"Year","Rank","Song Title","Artist(s)","Lyrics","URL"
"1999","6","Kiss Me","Sixpence None the Richer","","http://azlyrics.com/lyrics/sixpencenonethericher/kissme.html"
"1999","7","Genie in a Bottle","Christina Aguilera","","http://azlyrics.com/lyrics/christinaaguilera/genieinabottle.html"
"1999","8","Every Morning","Sugar Ray","","http://azlyrics.com/lyrics/sugarray/everymorning.html"
"1999","9","Nobody's Supposed to Be Here","Deborah Cox","","http://azlyrics.com/lyrics/deborahcox/nobodyssupposedtobehere.html"
"1999","10","Livin' la Vida Loca","Ricky Martin","","http://azlyrics.com/lyrics/rickymartin/livinlavidaloca.html"
"1999","11","Where My Girls At?","702","","http://azlyrics.com/lyrics/702/wheremygirlsat.html"
"1999","12","If You Had My Love","Jennifer Lopez","","http://azlyrics.com/lyrics/jenniferlopez/ifyouhadmylove.html"
"1999","13","Slide","Goo Goo Dolls","","http://azlyrics.com/lyrics/googoodolls/slide.html"
"1999","14","Have You Ever?","Brandy","","http://azlyrics.com/lyrics/brandy/haveyouever.html"
"1999","15","I Want It That Way","Backstreet Boys","","http://azlyrics.com/lyrics/backstreetboys/iwantitthatway.html"
"1999","16","I'm Your Angel","R. Kelly and Celine Dion","","http://azlyrics.com/lyrics/rkellyandcelinedion/imyourangel.html"
"1999","17","All Star","Smash Mouth","","http://azlyrics.com/lyrics/smashmouth/allstar.html"
"1999","18","Angel","Sarah McLachlan","","http://azlyrics.com/lyrics/sarahmclachlan/angel.html"
"1999","19","Smooth","Santana featuring Rob Thomas","","http://azlyrics.com/lyrics/santanafeaturingrobthomas/smooth.html"
"1999","20","Unpretty","TLC","","http://azlyrics.com/lyrics/tlc/unpretty.html"
"1999","21","Bills, Bills, Bills","Destiny's Child","","http://azlyrics.com/lyrics/destinyschild/billsbillsbills.html"
"1999","22","Save Tonight","Eagle-Eye Cherry","","http://azlyrics.com/lyrics/eagleeyecherry/savetonight.html"
"1999","23","Last Kiss","Pearl Jam","","http://azlyrics.com/lyrics/pearljam/lastkiss.html"
"1999","24","Fortunate","Maxwell","","http://azlyrics.com/lyrics/maxwell/fortunate.html"
"1999","25","All I Have to Give","Backstreet Boys","","http://azlyrics.com/lyrics/backstreetboys/allihavetogive.html"
"1999","26","Bailamos","Enrique Iglesias","","http://azlyrics.com/lyrics/enriqueiglesias/bailamos.html"
"1999","27","What's It Gonna Be?!","Busta Rhymes featuring Janet","","http://azlyrics.com/lyrics/bustarhymesfeaturingjanet/whatsitgonnabe.html"
"1999","28","What It's Like","Everlast","","http://azlyrics.com/lyrics/everlast/whatitslike.html"
"1999","29","Fly Away","Lenny Kravitz","","http://azlyrics.com/lyrics/lennykravitz/flyaway.html"
"1999","30","Someday","Sugar Ray","","http://azlyrics.com/lyrics/sugarray/someday.html"
"1999","31","Lately","Divine","","http://azlyrics.com/lyrics/divine/lately.html"
"1999","32","That Don't Impress Me Much","Shania Twain","","http://azlyrics.com/lyrics/shaniatwain/thatdontimpressmemuch.html"
"1999","33","Wild Wild West","Will Smith featuring Dru Hill and Kool Moe Dee","","http://azlyrics.com/lyrics/willsmithfeaturingdruhillandkoolmoedee/wildwildwest.html"
"1999","34","Scar Tissue","Red Hot Chili Peppers","","http://azlyrics.com/lyrics/redhotchilipeppers/scartissue.html"
"1999","35","Heartbreaker","Mariah Carey featuring Jay-Z","","http://azlyrics.com/lyrics/mariahcareyfeaturingjayz/heartbreaker.html"
"1999","36","I Still Believe","Mariah Carey","","http://azlyrics.com/lyrics/mariahcarey/istillbelieve.html"
"1999","37","The Hardest Thing","98 Degrees","","http://azlyrics.com/lyrics/98degrees/thehardestthing.html"
"1999","38","Summer Girls","LFO","","http://azlyrics.com/lyrics/lfo/summergirls.html"
"1999","39","Can I Get A...","Jay-Z featuring Amil and Ja Rule","","http://azlyrics.com/lyrics/jayzfeaturingamilandjarule/canigeta.html"
"1999","40","Jumper","Third Eye Blind","","http://azlyrics.com/lyrics/thirdeyeblind/jumper.html"
"1999","41","Doo Wop (That Thing)","Lauryn Hill","","http://azlyrics.com/lyrics/laurynhill/doowopthatthing.html"
"1999","42","Mambo No. 5","Lou Bega","","http://azlyrics.com/lyrics/loubega/mambono5.html"
"1999","43","Sweet Lady","Tyrese","","http://azlyrics.com/lyrics/tyrese/sweetlady.html"
"1999","44","It's Not Right but It's Okay","Whitney Houston","","http://azlyrics.com/lyrics/whitneyhouston/itsnotrightbutitsokay.html"
"1999","45","(God Must Have Spent) A Little More Time on You","'N Sync","","http://azlyrics.com/lyrics/nsync/godmusthavespentalittlemoretimeonyou.html"
"1999","46","Lullaby","Shawn Mullins","","http://azlyrics.com/lyrics/shawnmullins/lullaby.html"
"1999","47","Anywhere","112 featuring Lil Zane","","http://azlyrics.com/lyrics/112featuringlilzane/anywhere.html"
"1999","48","Tell Me It's Real","K-Ci & JoJo","","http://azlyrics.com/lyrics/kcijojo/tellmeitsreal.html"
"1999","49","Back 2 Good","Matchbox 20","","http://azlyrics.com/lyrics/matchbox20/back2good.html"
"1999","50","808","Blaque","","http://azlyrics.com/lyrics/blaque/808.html"
"1999","51","She's So High","Tal Bachman","","http://azlyrics.com/lyrics/talbachman/shessohigh.html"
"1999","52","She's All I Ever Had","Ricky Martin","","http://azlyrics.com/lyrics/rickymartin/shesallieverhad.html"
"1999","53","Miami","Will Smith","","http://azlyrics.com/lyrics/willsmith/miami.html"
"1999","54","Hands","Jewel","","http://azlyrics.com/lyrics/jewel/hands.html"
"1999","55","Who Dat","JT Money featuring Solé","","http://azlyrics.com/lyrics/jtmoneyfeaturingsol/whodat.html"
"1999","56","Please Remember Me","Tim McGraw","","http://azlyrics.com/lyrics/timmcgraw/pleaserememberme.html"
"1999","57","From This Moment On","Shania Twain","","http://azlyrics.com/lyrics/shaniatwain/fromthismomenton.html"
"1999","58","Love Like This","Faith Evans","","http://azlyrics.com/lyrics/faithevans/lovelikethis.html"
"1999","59","You","Jesse Powell","","http://azlyrics.com/lyrics/jessepowell/you.html"
"1999","60","Trippin'","Total featuring Missy Elliott","","http://azlyrics.com/lyrics/totalfeaturingmissyelliott/trippin.html"
"1999","61","If You","Silk","","http://azlyrics.com/lyrics/silk/ifyou.html"
"1999","62","Ex-Factor","Lauryn Hill","","http://azlyrics.com/lyrics/laurynhill/exfactor.html"
"1999","63","Give It to You","Jordan Knight","","http://azlyrics.com/lyrics/jordanknight/giveittoyou.html"
"1999","64","Black Balloon","Goo Goo Dolls","","http://azlyrics.com/lyrics/googoodolls/blackballoon.html"
"1999","65","Spend My Life with You","Eric Benét featuring Tamia","","http://azlyrics.com/lyrics/ericbentfeaturingtamia/spendmylifewithyou.html"
"1999","66","These Are the Times","Dru Hill","","http://azlyrics.com/lyrics/druhill/thesearethetimes.html"
"1999","67","I Don't Want to Miss a Thing","Mark Chesnutt","","http://azlyrics.com/lyrics/markchesnutt/idontwanttomissathing.html"
"1999","68","I Do (Cherish You)","98 Degrees","","http://azlyrics.com/lyrics/98degrees/idocherishyou.html"
"1999","69","Because of You","98 Degrees","","http://azlyrics.com/lyrics/98degrees/becauseofyou.html"
"1999","70","I Will Remember You","Sarah McLachlan","","http://azlyrics.com/lyrics/sarahmclachlan/iwillrememberyou.html"
"1999","71","Chanté's Got a Man","Chanté Moore","","http://azlyrics.com/lyrics/chantmoore/chantsgotaman.html"
"1999","72","Happily Ever After","Case","","http://azlyrics.com/lyrics/case/happilyeverafter.html"
"1999","73","My Love Is Your Love","Whitney Houston","","http://azlyrics.com/lyrics/whitneyhouston/myloveisyourlove.html"
"1999","74","All Night Long","Faith Evans featuring Puff Daddy","","http://azlyrics.com/lyrics/faithevansfeaturingpuffdaddy/allnightlong.html"
"1999","75","Back That Azz Up","Juvenile featuring Mannie Fresh and Lil Wayne","","http://azlyrics.com/lyrics/juvenilefeaturingmanniefreshandlilwayne/backthatazzup.html"
"1999","76","Almost Doesn't Count","Brandy","","http://azlyrics.com/lyrics/brandy/almostdoesntcount.html"
"1999","77","Man! I Feel Like a Woman!","Shania Twain","","http://azlyrics.com/lyrics/shaniatwain/manifeellikeawoman.html"
"1999","78","Steal My Sunshine","Len","","http://azlyrics.com/lyrics/len/stealmysunshine.html"
"1999","79","I Need to Know","Marc Anthony","","http://azlyrics.com/lyrics/marcanthony/ineedtoknow.html"
"1999","80","So Anxious","Ginuwine","","http://azlyrics.com/lyrics/ginuwine/soanxious.html"
"1999","81","Faded Pictures","Case featuring Joe","","http://azlyrics.com/lyrics/casefeaturingjoe/fadedpictures.html"
"1999","82","Back at One","Brian McKnight","","http://azlyrics.com/lyrics/brianmcknight/backatone.html"
"1999","83","When a Woman's Fed Up","R. Kelly","","http://azlyrics.com/lyrics/rkelly/whenawomansfedup.html"
"1999","84","How Forever Feels","Kenny Chesney","","http://azlyrics.com/lyrics/kennychesney/howforeverfeels.html"
"1999","85","Amazed","Lonestar","","http://azlyrics.com/lyrics/lonestar/amazed.html"
"1999","86","Sometimes","Britney Spears","","http://azlyrics.com/lyrics/britneyspears/sometimes.html"
"1999","87","Ghetto Cowboy","Mo Thugs","","http://azlyrics.com/lyrics/mothugs/ghettocowboy.html"
"1999","88","Out of My Head","Fastball","","http://azlyrics.com/lyrics/fastball/outofmyhead.html"
"1999","89","Hard Knock Life (Ghetto Anthem)","Jay-Z","","http://azlyrics.com/lyrics/jayz/hardknocklifeghettoanthem.html"
"1999","90","Jamboree","Naughty by Nature featuring Zhané","","http://azlyrics.com/lyrics/naughtybynaturefeaturingzhan/jamboree.html"
"1999","91","Take Me There","Blackstreet featuring Mýa, Mase and Blinky Blink","","http://azlyrics.com/lyrics/blackstreetfeaturingmamaseandblinkyblink/takemethere.html"
"1999","92","Stay the Same","Joey McIntyre","","http://azlyrics.com/lyrics/joeymcintyre/staythesame.html"
"1999","93","A Lesson in Leavin'","Jo Dee Messina","","http://azlyrics.com/lyrics/jodeemessina/alessoninleavin.html"
"1999","94","Iris","Goo Goo Dolls","","http://azlyrics.com/lyrics/googoodolls/iris.html"
"1999","95","Satisfy You","Puff Daddy featuring R. Kelly","","http://azlyrics.com/lyrics/puffdaddyfeaturingrkelly/satisfyyou.html"
"1999","96","Better Days (And the Bottom Drops Out)","Citizen King","","http://azlyrics.com/lyrics/citizenking/betterdaysandthebottomdropsout.html"
"1999","97","Music of My Heart","'N Sync and Gloria Estefan","","http://azlyrics.com/lyrics/nsyncandgloriaestefan/musicofmyheart.html"
"1999","98","Write This Down","George Strait","","http://azlyrics.com/lyrics/georgestrait/writethisdown.html"
"1999","99","When You Believe","Whitney Houston and Mariah Carey","","http://azlyrics.com/lyrics/whitneyhoustonandmariahcarey/whenyoubelieve.html"
"1999","100","(God Must Have Spent) A Little More Time on You","Alabama and 'N Sync","","http://azlyrics.com/lyrics/alabamaandnsync/godmusthavespentalittlemoretimeonyou.html"
"2000","1","Breathe","Faith Hill","","http://azlyrics.com/lyrics/faithhill/breathe.html"
"2000","2","Smooth","Santana featuring Rob Thomas","","http://azlyrics.com/lyrics/santanafeaturingrobthomas/smooth.html"
"2000","3","Maria Maria","Santana featuring The Product G&B","","http://azlyrics.com/lyrics/santanafeaturingtheproductgb/mariamaria.html"
"2000","4","I Wanna Know","Joe","","http://azlyrics.com/lyrics/joe/iwannaknow.html"
"2000","5","Everything You Want","Vertical Horizon","","http://azlyrics.com/lyrics/verticalhorizon/everythingyouwant.html"
"2000","6","Say My Name","Destiny's Child","","http://azlyrics.com/lyrics/destinyschild/saymyname.html"
"2000","7","I Knew I Loved You","Savage Garden","","http://azlyrics.com/lyrics/savagegarden/iknewilovedyou.html"
"2000","8","Amazed","Lonestar","","http://azlyrics.com/lyrics/lonestar/amazed.html"
"2000","9","Bent","Matchbox Twenty","","http://azlyrics.com/lyrics/matchboxtwenty/bent.html"
"2000","10","He Wasn't Man Enough","Toni Braxton","","http://azlyrics.com/lyrics/tonibraxton/hewasntmanenough.html"
"2000","11","Higher","Creed","","http://azlyrics.com/lyrics/creed/higher.html"
"2000","12","Try Again","Aaliyah","","http://azlyrics.com/lyrics/aaliyah/tryagain.html"
"2000","13","Jumpin', Jumpin'","Destiny's Child","","http://azlyrics.com/lyrics/destinyschild/jumpinjumpin.html"
"2000","14","Thong Song","Sisqó","","http://azlyrics.com/lyrics/sisq/thongsong.html"
"2000","15","Kryptonite","3 Doors Down","","http://azlyrics.com/lyrics/3doorsdown/kryptonite.html"
"2000","16","There You Go","Pink","","http://azlyrics.com/lyrics/pink/thereyougo.html"
"2000","17","Music","Madonna","","http://azlyrics.com/lyrics/madonna/music.html"
"2000","18","Doesn't Really Matter","Janet Jackson","","http://azlyrics.com/lyrics/janetjackson/doesntreallymatter.html"
"2000","19","What a Girl Wants","Christina Aguilera","","http://azlyrics.com/lyrics/christinaaguilera/whatagirlwants.html"
"2000","20","Back at One","Brian McKnight","","http://azlyrics.com/lyrics/brianmcknight/backatone.html"
"2000","21","Bye Bye Bye","'N Sync","","http://azlyrics.com/lyrics/nsync/byebyebye.html"
"2000","22","You Sang to Me","Marc Anthony","","http://azlyrics.com/lyrics/marcanthony/yousangtome.html"
"2000","23","I Need to Know","Marc Anthony","","http://azlyrics.com/lyrics/marcanthony/ineedtoknow.html"
"2000","24","Get It On Tonite","Montell Jordan","","http://azlyrics.com/lyrics/montelljordan/getitontonite.html"
"2000","25","Incomplete","Sisqó","","http://azlyrics.com/lyrics/sisq/incomplete.html"
"2000","26","I Try","Macy Gray","","http://azlyrics.com/lyrics/macygray/itry.html"
"2000","27","It's Gonna Be Me","'N Sync","","http://azlyrics.com/lyrics/nsync/itsgonnabeme.html"
"2000","28","That's The Way It Is","Celine Dion","","http://azlyrics.com/lyrics/celinedion/thatsthewayitis.html"
"2000","29","Country Grammar (Hot Shit)","Nelly","","http://azlyrics.com/lyrics/nelly/countrygrammarhotshit.html"
"2000","30","Bring It All to Me","Blaque","","http://azlyrics.com/lyrics/blaque/bringitalltome.html"
"2000","31","Show Me the Meaning of Being Lonely","Backstreet Boys","","http://azlyrics.com/lyrics/backstreetboys/showmethemeaningofbeinglonely.html"
"2000","32","Hot Boyz","Missy Elliott featuring Nas, Eve and Q-Tip","","http://azlyrics.com/lyrics/missyelliottfeaturingnaseveandqtip/hotboyz.html"
"2000","33","Back Here","BBMak","","http://azlyrics.com/lyrics/bbmak/backhere.html"
"2000","34","It Feels So Good","Sonique","","http://azlyrics.com/lyrics/sonique/itfeelssogood.html"
"2000","35","Absolutely (Story of a Girl)","Nine Days","","http://azlyrics.com/lyrics/ninedays/absolutelystoryofagirl.html"
"2000","36","With Arms Wide Open","Creed","","http://azlyrics.com/lyrics/creed/witharmswideopen.html"
"2000","37","Be with You","Enrique Iglesias","","http://azlyrics.com/lyrics/enriqueiglesias/bewithyou.html"
"2000","38","Come On Over Baby (All I Want Is You)","Christina Aguilera","","http://azlyrics.com/lyrics/christinaaguilera/comeonoverbabyalliwantisyou.html"
"2000","39","No More","Ruff Endz","","http://azlyrics.com/lyrics/ruffendz/nomore.html"
"2000","40","All The Small Things","Blink 182","","http://azlyrics.com/lyrics/blink182/allthesmallthings.html"
"2000","41","The Way You Love Me","Faith Hill","","http://azlyrics.com/lyrics/faithhill/thewayyouloveme.html"
"2000","42","I Turn To You","Christina Aguilera","","http://azlyrics.com/lyrics/christinaaguilera/iturntoyou.html"
"2000","43","Never Let You Go","Third Eye Blind","","http://azlyrics.com/lyrics/thirdeyeblind/neverletyougo.html"
"2000","44","I Need You","LeAnn Rimes","","http://azlyrics.com/lyrics/leannrimes/ineedyou.html"
"2000","45","Thank God I Found You","Mariah Carey featuring Joe and 98 Degrees","","http://azlyrics.com/lyrics/mariahcareyfeaturingjoeand98degrees/thankgodifoundyou.html"
"2000","46","Let's Get Married","Jagged Edge","","http://azlyrics.com/lyrics/jaggededge/letsgetmarried.html"
"2000","47","My Love Is Your Love","Whitney Houston","","http://azlyrics.com/lyrics/whitneyhouston/myloveisyourlove.html"
"2000","48","Then The Morning Comes","Smash Mouth","","http://azlyrics.com/lyrics/smashmouth/thenthemorningcomes.html"
"2000","49","Blue (Da Ba Dee)","Eiffel 65","","http://azlyrics.com/lyrics/eiffel65/bluedabadee.html"
"2000","50","Desert Rose","Sting featuring Cheb Mami","","http://azlyrics.com/lyrics/stingfeaturingchebmami/desertrose.html"
"2000","51","The Real Slim Shady","Eminem","","http://azlyrics.com/lyrics/eminem/therealslimshady.html"
"2000","52","Most Girls","Pink","","http://azlyrics.com/lyrics/pink/mostgirls.html"
"2000","53","Wifey","Next","","http://azlyrics.com/lyrics/next/wifey.html"
"2000","54","Wonderful","Everclear","","http://azlyrics.com/lyrics/everclear/wonderful.html"
"2000","55","Oops!... I Did It Again","Britney Spears","","http://azlyrics.com/lyrics/britneyspears/oopsididitagain.html"
"2000","56","I Wanna Love You Forever","Jessica Simpson","","http://azlyrics.com/lyrics/jessicasimpson/iwannaloveyouforever.html"
"2000","57","Give Me Just One Night (Una Noche)","98 Degrees","","http://azlyrics.com/lyrics/98degrees/givemejustonenightunanoche.html"
"2000","58","Take a Picture","Filter","","http://azlyrics.com/lyrics/filter/takeapicture.html"
"2000","59","Otherside","Red Hot Chili Peppers","","http://azlyrics.com/lyrics/redhotchilipeppers/otherside.html"
"2000","60","Big Pimpin'","Jay-Z featuring UGK","","http://azlyrics.com/lyrics/jayzfeaturingugk/bigpimpin.html"
"2000","61","A Puro Dolor","Son by Four","","http://azlyrics.com/lyrics/sonbyfour/apurodolor.html"
"2000","62","He Can't Love U","Jagged Edge","","http://azlyrics.com/lyrics/jaggededge/hecantloveu.html"
"2000","63","Separated","Avant","","http://azlyrics.com/lyrics/avant/separated.html"
"2000","64","I Wish","Carl Thomas","","http://azlyrics.com/lyrics/carlthomas/iwish.html"
"2000","65","U Know What's Up","Donell Jones","","http://azlyrics.com/lyrics/donelljones/uknowwhatsup.html"
"2000","66","Faded","soulDecision featuring Thrust","","http://azlyrics.com/lyrics/souldecisionfeaturingthrust/faded.html"
