"Year","Rank","Song Title","Artist(s)"
"01/01/2011","39","Hold My Hand","Michael Jackson Duet With Akon"
"01/01/2011","84","Runaway","Kanye West Featuring Pusha T"
"01/08/2011","49","Hold My Hand","Michael Jackson Duet With Akon"
"01/08/2011","76","Runaway","Kanye West Featuring Pusha T"
"01/08/2011","100","Monster","Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj"
"01/15/2011","59","Hold My Hand","Michael Jackson Duet With Akon"
"01/15/2011","75","Runaway","Kanye West Featuring Pusha T"
"01/15/2011","92","Monster","Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj"
"01/22/2011","70","Hold My Hand","Michael Jackson Duet With Akon"
"01/22/2011","88","All Of The Lights","Kanye West"
"01/22/2011","97","Monster","Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj"
"01/29/2011","23","H*A*M","Kanye West Jay Z"
"01/29/2011","74","All Of The Lights","Kanye West"
"01/29/2011","91","Hold My Hand","Michael Jackson Duet With Akon"
"02/05/2011","49","H*A*M","Kanye West Jay Z"
"02/05/2011","60","All Of The Lights","Kanye West"
"02/12/2011","55","All Of The Lights","Kanye West"
"02/12/2011","81","H*A*M","Kanye West Jay Z"
"02/19/2011","58","All Of The Lights","Kanye West"
"02/19/2011","86","H*A*M","Kanye West Jay Z"
"02/26/2011","1","Born This Way","Lady Gaga"
"02/26/2011","59","All Of The Lights","Kanye West"
"02/26/2011","93","H*A*M","Kanye West Jay Z"
"03/05/2011","1","Born This Way","Lady Gaga"
"03/05/2011","28","E.T.","Katy Perry Featuring Kanye West"
"03/05/2011","54","All Of The Lights","Kanye West"
"03/05/2011","93","H*A*M","Kanye West Jay Z"
"03/12/2011","1","Born This Way","Lady Gaga"
"03/12/2011","8","E.T.","Katy Perry Featuring Kanye West"
"03/12/2011","31","All Of The Lights","Kanye West"
"03/12/2011","95","H*A*M","Kanye West Jay Z"
"03/19/2011","1","Born This Way","Lady Gaga"
"03/19/2011","8","E.T.","Katy Perry Featuring Kanye West"
"03/19/2011","29","All Of The Lights","Kanye West"
"03/26/2011","1","Born This Way","Lady Gaga"
"03/26/2011","3","E.T.","Katy Perry Featuring Kanye West"
"03/26/2011","28","All Of The Lights","Kanye West"
"04/02/2011","1","Born This Way","Lady Gaga"
"04/02/2011","2","E.T.","Katy Perry Featuring Kanye West"
"04/02/2011","25","All Of The Lights","Kanye West"
"04/09/2011","1","E.T.","Katy Perry Featuring Kanye West"
"04/09/2011","4","Born This Way","Lady Gaga"
"04/09/2011","25","All Of The Lights","Kanye West"
"04/16/2011","1","E.T.","Katy Perry Featuring Kanye West"
"04/16/2011","5","Born This Way","Lady Gaga"
"04/16/2011","26","All Of The Lights","Kanye West"
"04/23/2011","1","E.T.","Katy Perry Featuring Kanye West"
"04/23/2011","5","Born This Way","Lady Gaga"
"04/23/2011","23","All Of The Lights","Kanye West"
"04/30/2011","2","E.T.","Katy Perry Featuring Kanye West"
"04/30/2011","10","Judas","Lady Gaga"
"04/30/2011","13","Born This Way","Lady Gaga"
"04/30/2011","19","All Of The Lights","Kanye West"
"05/07/2011","1","E.T.","Katy Perry Featuring Kanye West"
"05/07/2011","12","Judas","Lady Gaga"
"05/07/2011","15","Born This Way","Lady Gaga"
"05/07/2011","20","All Of The Lights","Kanye West"
"05/14/2011","1","E.T.","Katy Perry Featuring Kanye West"
"05/14/2011","16","Born This Way","Lady Gaga"
"05/14/2011","18","All Of The Lights","Kanye West"
"05/14/2011","20","Judas","Lady Gaga"
"05/21/2011","2","E.T.","Katy Perry Featuring Kanye West"
"05/21/2011","18","Born This Way","Lady Gaga"
"05/21/2011","19","Judas","Lady Gaga"
"05/21/2011","20","All Of The Lights","Kanye West"
"05/28/2011","2","E.T.","Katy Perry Featuring Kanye West"
