"Year","Rank","Song Title","Artist(s)"
"05/28/2011","3","The Edge Of Glory","Lady Gaga"
"05/28/2011","19","Born This Way","Lady Gaga"
"05/28/2011","23","All Of The Lights","Kanye West"
"05/28/2011","27","Judas","Lady Gaga"
"06/04/2011","2","E.T.","Katy Perry Featuring Kanye West"
"06/04/2011","12","Hair","Lady Gaga"
"06/04/2011","19","The Edge Of Glory","Lady Gaga"
"06/04/2011","24","Born This Way","Lady Gaga"
"06/04/2011","27","All Of The Lights","Kanye West"
"06/04/2011","41","Judas","Lady Gaga"
"06/11/2011","3","E.T.","Katy Perry Featuring Kanye West"
"06/11/2011","8","The Edge Of Glory","Lady Gaga"
"06/11/2011","32","All Of The Lights","Kanye West"
"06/11/2011","36","You And I","Lady Gaga"
"06/11/2011","42","Born This Way","Lady Gaga"
"06/11/2011","79","Marry The Night","Lady Gaga"
"06/18/2011","3","E.T.","Katy Perry Featuring Kanye West"
"06/18/2011","7","The Edge Of Glory","Lady Gaga"
"06/18/2011","32","All Of The Lights","Kanye West"
"06/18/2011","37","Born This Way","Lady Gaga"
"06/18/2011","78","Judas","Lady Gaga"
"06/25/2011","4","E.T.","Katy Perry Featuring Kanye West"
"06/25/2011","6","The Edge Of Glory","Lady Gaga"
"06/25/2011","38","All Of The Lights","Kanye West"
"06/25/2011","49","Born This Way","Lady Gaga"
"06/25/2011","92","Judas","Lady Gaga"
"07/02/2011","5","E.T.","Katy Perry Featuring Kanye West"
"07/02/2011","6","The Edge Of Glory","Lady Gaga"
"07/02/2011","47","All Of The Lights","Kanye West"
"07/02/2011","56","Born This Way","Lady Gaga"
"07/09/2011","6","The Edge Of Glory","Lady Gaga"
"07/09/2011","7","E.T.","Katy Perry Featuring Kanye West"
"07/09/2011","57","Born This Way","Lady Gaga"
"07/16/2011","6","The Edge Of Glory","Lady Gaga"
"07/16/2011","7","E.T.","Katy Perry Featuring Kanye West"
"07/23/2011","6","The Edge Of Glory","Lady Gaga"
"07/23/2011","10","E.T.","Katy Perry Featuring Kanye West"
"07/30/2011","7","The Edge Of Glory","Lady Gaga"
"07/30/2011","12","E.T.","Katy Perry Featuring Kanye West"
"08/06/2011","8","The Edge Of Glory","Lady Gaga"
"08/06/2011","14","E.T.","Katy Perry Featuring Kanye West"
"08/06/2011","47","Otis","Jay Z Kanye West Featuring Otis Redding"
"08/06/2011","88","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"08/13/2011","10","The Edge Of Glory","Lady Gaga"
"08/13/2011","12","Otis","Jay Z Kanye West Featuring Otis Redding"
"08/13/2011","20","E.T.","Katy Perry Featuring Kanye West"
"08/13/2011","77","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"08/20/2011","12","The Edge Of Glory","Lady Gaga"
"08/20/2011","20","Otis","Jay Z Kanye West Featuring Otis Redding"
"08/20/2011","23","E.T.","Katy Perry Featuring Kanye West"
"08/20/2011","61","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"08/27/2011","14","The Edge Of Glory","Lady Gaga"
"08/27/2011","32","E.T.","Katy Perry Featuring Kanye West"
"08/27/2011","36","Otis","Jay Z Kanye West Featuring Otis Redding"
"08/27/2011","44","Who Gon Stop Me","Jay Z Kanye West"
"08/27/2011","56","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"08/27/2011","75","Ni**as in Paris","Jay Z Kanye West"
"08/27/2011","96","You And I","Lady Gaga"
"09/03/2011","16","The Edge Of Glory","Lady Gaga"
"09/03/2011","27","Otis","Jay Z Kanye West Featuring Otis Redding"
"09/03/2011","35","You And I","Lady Gaga"
"09/03/2011","37","E.T.","Katy Perry Featuring Kanye West"
"09/03/2011","53","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"09/03/2011","79","Who Gon Stop Me","Jay Z Kanye West"
"09/03/2011","82","Ni**as in Paris","Jay Z Kanye West"
"09/10/2011","16","You And I","Lady Gaga"
"09/10/2011","21","The Edge Of Glory","Lady Gaga"
"09/10/2011","25","Otis","Jay Z Kanye West Featuring Otis Redding"
"09/10/2011","42","E.T.","Katy Perry Featuring Kanye West"
"09/10/2011","46","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"09/10/2011","78","Ni**as in Paris","Jay Z Kanye West"
"09/17/2011","6","You And I","Lady Gaga"
"09/17/2011","22","Otis","Jay Z Kanye West Featuring Otis Redding"
"09/17/2011","25","The Edge Of Glory","Lady Gaga"
"09/17/2011","47","E.T.","Katy Perry Featuring Kanye West"
"09/17/2011","49","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"09/17/2011","81","Ni**as in Paris","Jay Z Kanye West"
"09/24/2011","8","You And I","Lady Gaga"
"09/24/2011","26","Otis","Jay Z Kanye West Featuring Otis Redding"
"09/24/2011","29","The Edge Of Glory","Lady Gaga"
"09/24/2011","42","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"09/24/2011","67","Ni**as in Paris","Jay Z Kanye West"
"10/01/2011","10","You And I","Lady Gaga"
"10/01/2011","33","Otis","Jay Z Kanye West Featuring Otis Redding"
"10/01/2011","34","The Edge Of Glory","Lady Gaga"
"10/01/2011","38","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"10/01/2011","50","Ni**as in Paris","Jay Z Kanye West"
"10/08/2011","8","You And I","Lady Gaga"
"10/08/2011","31","The Edge Of Glory","Lady Gaga"
"10/08/2011","32","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"10/08/2011","40","Otis","Jay Z Kanye West Featuring Otis Redding"
"10/08/2011","45","Ni**as in Paris","Jay Z Kanye West"
"10/15/2011","12","You And I","Lady Gaga"
"10/15/2011","35","Ni**as in Paris","Jay Z Kanye West"
"10/15/2011","36","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"10/15/2011","37","The Edge Of Glory","Lady Gaga"
"10/15/2011","47","Otis","Jay Z Kanye West Featuring Otis Redding"
"10/22/2011","10","You And I","Lady Gaga"
"10/22/2011","32","Ni**as in Paris","Jay Z Kanye West"
"10/22/2011","35","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"10/22/2011","40","The Edge Of Glory","Lady Gaga"
"10/22/2011","56","Otis","Jay Z Kanye West Featuring Otis Redding"
"10/29/2011","11","You And I","Lady Gaga"
"10/29/2011","27","Ni**as in Paris","Jay Z Kanye West"
"10/29/2011","36","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"10/29/2011","44","The Edge Of Glory","Lady Gaga"
"10/29/2011","62","Otis","Jay Z Kanye West Featuring Otis Redding"
"11/05/2011","13","You And I","Lady Gaga"
"11/05/2011","21","Ni**as in Paris","Jay Z Kanye West"
"11/05/2011","41","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"11/05/2011","50","The Edge Of Glory","Lady Gaga"
"11/05/2011","65","Otis","Jay Z Kanye West Featuring Otis Redding"
"11/12/2011","15","You And I","Lady Gaga"
"11/12/2011","17","Ni**as in Paris","Jay Z Kanye West"
"11/12/2011","43","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"11/12/2011","67","Otis","Jay Z Kanye West Featuring Otis Redding"
"11/19/2011","16","Ni**as in Paris","Jay Z Kanye West"
"11/19/2011","23","You And I","Lady Gaga"
"11/19/2011","52","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"11/19/2011","69","Otis","Jay Z Kanye West Featuring Otis Redding"
"11/26/2011","17","Ni**as in Paris","Jay Z Kanye West"
"11/26/2011","31","You And I","Lady Gaga"
"11/26/2011","62","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"11/26/2011","77","Otis","Jay Z Kanye West Featuring Otis Redding"
"12/03/2011","17","Ni**as in Paris","Jay Z Kanye West"
"12/03/2011","33","You And I","Lady Gaga"
"12/03/2011","65","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"12/03/2011","88","Otis","Jay Z Kanye West Featuring Otis Redding"
"12/03/2011","97","Marry The Night","Lady Gaga"
"12/10/2011","15","Ni**as in Paris","Jay Z Kanye West"
"12/10/2011","29","You And I","Lady Gaga"
"12/10/2011","59","Marry The Night","Lady Gaga"
"12/10/2011","71","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"12/10/2011","97","Otis","Jay Z Kanye West Featuring Otis Redding"
"12/17/2011","8","Ni**as in Paris","Jay Z Kanye West"
"12/17/2011","32","Marry The Night","Lady Gaga"
"12/17/2011","39","You And I","Lady Gaga"
"12/17/2011","76","Marvin & Chardonnay","Big Sean Featuring Kanye West & Roscoe Dash"
"12/17/2011","98","Otis","Jay Z Kanye West Featuring Otis Redding"
"12/24/2011","6","Ni**as in Paris","Jay Z Kanye West"
"12/24/2011","29","Marry The Night","Lady Gaga"
"12/24/2011","59","You And I","Lady Gaga"
"12/31/2011","6","Ni**as in Paris","Jay Z Kanye West"
"12/31/2011","33","Marry The Night","Lady Gaga"
"12/31/2011","62","You And I","Lady Gaga"
