"Year","Rank","Song Title","Artist(s)"
"01/03/1998","94","Man Behind The Music","Queen Pen Featuring Teddy Riley"
"01/10/1998","88","Man Behind The Music","Queen Pen Featuring Teddy Riley"
"01/17/1998","88","Man Behind The Music","Queen Pen Featuring Teddy Riley"
"01/24/1998","88","Man Behind The Music","Queen Pen Featuring Teddy Riley"
"01/31/1998","84","Man Behind The Music","Queen Pen Featuring Teddy Riley"
"02/07/1998","41","All My Love","Queen Pen Featuring Eric Williams"
"02/07/1998","96","Man Behind The Music","Queen Pen Featuring Teddy Riley"
"02/14/1998","34","All My Love","Queen Pen Featuring Eric Williams"
"02/21/1998","28","All My Love","Queen Pen Featuring Eric Williams"
"02/28/1998","32","All My Love","Queen Pen Featuring Eric Williams"
"03/07/1998","34","All My Love","Queen Pen Featuring Eric Williams"
"03/14/1998","32","All My Love","Queen Pen Featuring Eric Williams"
"03/21/1998","39","All My Love","Queen Pen Featuring Eric Williams"
"03/28/1998","54","All My Love","Queen Pen Featuring Eric Williams"
"04/04/1998","53","All My Love","Queen Pen Featuring Eric Williams"
"04/11/1998","61","All My Love","Queen Pen Featuring Eric Williams"
"04/18/1998","69","All My Love","Queen Pen Featuring Eric Williams"
"04/25/1998","74","All My Love","Queen Pen Featuring Eric Williams"
"05/02/1998","77","All My Love","Queen Pen Featuring Eric Williams"
"05/09/1998","80","All My Love","Queen Pen Featuring Eric Williams"
"05/16/1998","99","All My Love","Queen Pen Featuring Eric Williams"
"06/20/1998","83","Party Ain't A Party","Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes"
"06/27/1998","74","Party Ain't A Party","Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes"
"07/04/1998","89","Party Ain't A Party","Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes"
"07/11/1998","95","Party Ain't A Party","Queen Pen Featuring Teddy Riley, Nutta Butta, Markell & Jesse Wes"
"08/08/1998","61","Cheated (To All The Girls)","Wyclef Jean Featuring Queen Pen & The Product"
"08/15/1998","64","Paper","Queen Latifah Featuring Apache"
"08/15/1998","76","Cheated (To All The Girls)","Wyclef Jean Featuring Queen Pen & The Product"
"08/22/1998","50","Paper","Queen Latifah Featuring Apache"
"08/22/1998","74","Cheated (To All The Girls)","Wyclef Jean Featuring Queen Pen & The Product"
"08/29/1998","51","Paper","Queen Latifah Featuring Apache"
"08/29/1998","69","Cheated (To All The Girls)","Wyclef Jean Featuring Queen Pen & The Product"
"09/05/1998","53","Paper","Queen Latifah Featuring Apache"
"09/05/1998","74","Cheated (To All The Girls)","Wyclef Jean Featuring Queen Pen & The Product"
"09/12/1998","59","Paper","Queen Latifah Featuring Apache"
"09/12/1998","90","Cheated (To All The Girls)","Wyclef Jean Featuring Queen Pen & The Product"
"09/19/1998","60","Paper","Queen Latifah Featuring Apache"
"09/19/1998","91","Cheated (To All The Girls)","Wyclef Jean Featuring Queen Pen & The Product"
"09/26/1998","69","Paper","Queen Latifah Featuring Apache"
"09/26/1998","96","Cheated (To All The Girls)","Wyclef Jean Featuring Queen Pen & The Product"
"10/03/1998","77","Paper","Queen Latifah Featuring Apache"
"10/10/1998","90","Paper","Queen Latifah Featuring Apache"
"10/17/1998","98","Paper","Queen Latifah Featuring Apache"
