"Year","Rank","Song Title","Artist(s)"
"04/30/1983","7","Billie Jean","Michael Jackson"
"05/07/1983","1","Beat It","Michael Jackson"
"05/07/1983","14","Billie Jean","Michael Jackson"
"05/14/1983","1","Beat It","Michael Jackson"
"05/14/1983","24","Billie Jean","Michael Jackson"
"05/21/1983","2","Beat It","Michael Jackson"
"05/21/1983","29","Billie Jean","Michael Jackson"
"05/28/1983","3","Beat It","Michael Jackson"
"05/28/1983","41","Wanna Be Startin' Somethin'","Michael Jackson"
"05/28/1983","42","Billie Jean","Michael Jackson"
"06/04/1983","6","Beat It","Michael Jackson"
"06/04/1983","22","Wanna Be Startin' Somethin'","Michael Jackson"
"06/04/1983","58","Billie Jean","Michael Jackson"
"06/11/1983","6","Beat It","Michael Jackson"
"06/11/1983","19","Wanna Be Startin' Somethin'","Michael Jackson"
"06/11/1983","65","Billie Jean","Michael Jackson"
"06/18/1983","11","Beat It","Michael Jackson"
"06/18/1983","17","Wanna Be Startin' Somethin'","Michael Jackson"
"06/18/1983","70","Billie Jean","Michael Jackson"
"06/25/1983","11","Beat It","Michael Jackson"
"06/25/1983","15","Wanna Be Startin' Somethin'","Michael Jackson"
"06/25/1983","73","Billie Jean","Michael Jackson"
"07/02/1983","9","Wanna Be Startin' Somethin'","Michael Jackson"
"07/02/1983","16","Beat It","Michael Jackson"
"07/02/1983","98","Billie Jean","Michael Jackson"
"07/09/1983","6","Wanna Be Startin' Somethin'","Michael Jackson"
"07/09/1983","24","Beat It","Michael Jackson"
"07/16/1983","5","Wanna Be Startin' Somethin'","Michael Jackson"
"07/16/1983","33","Beat It","Michael Jackson"
"07/23/1983","5","Wanna Be Startin' Somethin'","Michael Jackson"
"07/23/1983","48","Human Nature","Michael Jackson"
"07/23/1983","53","Beat It","Michael Jackson"
"07/30/1983","7","Wanna Be Startin' Somethin'","Michael Jackson"
"07/30/1983","35","Human Nature","Michael Jackson"
"07/30/1983","74","Beat It","Michael Jackson"
"08/06/1983","10","Wanna Be Startin' Somethin'","Michael Jackson"
"08/06/1983","27","Human Nature","Michael Jackson"
"08/06/1983","87","Beat It","Michael Jackson"
"08/13/1983","17","Wanna Be Startin' Somethin'","Michael Jackson"
"08/13/1983","23","Human Nature","Michael Jackson"
"08/13/1983","99","Beat It","Michael Jackson"
"08/20/1983","15","Human Nature","Michael Jackson"
"08/20/1983","46","Wanna Be Startin' Somethin'","Michael Jackson"
"08/27/1983","13","Human Nature","Michael Jackson"
"08/27/1983","66","Wanna Be Startin' Somethin'","Michael Jackson"
"09/03/1983","10","Human Nature","Michael Jackson"
"09/03/1983","89","Wanna Be Startin' Somethin'","Michael Jackson"
"09/10/1983","9","Human Nature","Michael Jackson"
"09/17/1983","7","Human Nature","Michael Jackson"
"09/24/1983","7","Human Nature","Michael Jackson"
"10/01/1983","15","Human Nature","Michael Jackson"
"10/08/1983","24","Human Nature","Michael Jackson"
"10/08/1983","75","P.Y.T. (Pretty Young Thing)","Michael Jackson"
"10/15/1983","26","Say Say Say","Paul McCartney And Michael Jackson"
"10/15/1983","55","P.Y.T. (Pretty Young Thing)","Michael Jackson"
"10/15/1983","61","Human Nature","Michael Jackson"
"10/22/1983","19","Say Say Say","Paul McCartney And Michael Jackson"
"10/22/1983","32","P.Y.T. (Pretty Young Thing)","Michael Jackson"
"10/22/1983","87","Human Nature","Michael Jackson"
"10/29/1983","11","Say Say Say","Paul McCartney And Michael Jackson"
"10/29/1983","23","P.Y.T. (Pretty Young Thing)","Michael Jackson"
"11/05/1983","6","Say Say Say","Paul McCartney And Michael Jackson"
"11/05/1983","20","P.Y.T. (Pretty Young Thing)","Michael Jackson"
"11/12/1983","4","Say Say Say","Paul McCartney And Michael Jackson"
"11/12/1983","18","P.Y.T. (Pretty Young Thing)","Michael Jackson"
"11/19/1983","2","Say Say Say","Paul McCartney And Michael Jackson"
"11/19/1983","13","P.Y.T. (Pretty Young Thing)","Michael Jackson"
"11/26/1983","2","Say Say Say","Paul McCartney And Michael Jackson"
"11/26/1983","10","P.Y.T. (Pretty Young Thing)","Michael Jackson"
"12/03/1983","2","Say Say Say","Paul McCartney And Michael Jackson"
"12/03/1983","12","P.Y.T. (Pretty Young Thing)","Michael Jackson"
"12/10/1983","1","Say Say Say","Paul McCartney And Michael Jackson"
"12/10/1983","20","P.Y.T. (Pretty Young Thing)","Michael Jackson"
"12/17/1983","1","Say Say Say","Paul McCartney And Michael Jackson"
"12/17/1983","36","P.Y.T. (Pretty Young Thing)","Michael Jackson"
"12/24/1983","1","Say Say Say","Paul McCartney And Michael Jackson"
"12/24/1983","47","P.Y.T. (Pretty Young Thing)","Michael Jackson"
"12/31/1983","1","Say Say Say","Paul McCartney And Michael Jackson"
"12/31/1983","47","P.Y.T. (Pretty Young Thing)","Michael Jackson"
