Year,Rank,Song Title,Artist(s)
8/5/95,22,Scream/Childhood,Michael Jackson
8/12/95,34,Scream/Childhood,Michael Jackson
8/19/95,44,Scream/Childhood,Michael Jackson
8/26/95,48,Scream/Childhood,Michael Jackson
9/2/95,1,You Are Not Alone,Michael Jackson
9/2/95,60,Scream/Childhood,Michael Jackson
9/9/95,2,You Are Not Alone,Michael Jackson
9/9/95,71,Scream/Childhood,Michael Jackson
9/16/95,2,You Are Not Alone,Michael Jackson
9/16/95,70,Scream/Childhood,Michael Jackson
9/23/95,2,You Are Not Alone,Michael Jackson
9/23/95,74,Scream/Childhood,Michael Jackson
9/30/95,3,You Are Not Alone,Michael Jackson
9/30/95,81,Scream/Childhood,Michael Jackson
10/7/95,3,You Are Not Alone,Michael Jackson
10/7/95,89,Scream/Childhood,Michael Jackson
10/14/95,3,You Are Not Alone,Michael Jackson
10/21/95,5,You Are Not Alone,Michael Jackson
10/28/95,5,You Are Not Alone,Michael Jackson
11/4/95,8,You Are Not Alone,Michael Jackson
11/11/95,13,You Are Not Alone,Michael Jackson
11/18/95,19,You Are Not Alone,Michael Jackson
11/25/95,28,You Are Not Alone,Michael Jackson
12/2/95,36,You Are Not Alone,Michael Jackson
12/9/95,42,You Are Not Alone,Michael Jackson
12/16/95,51,You Are Not Alone,Michael Jackson
12/23/95,54,You Are Not Alone,Michael Jackson
12/30/95,57,You Are Not Alone,Michael Jackson
1/6/96,56,You Are Not Alone,Michael Jackson
1/13/96,59,You Are Not Alone,Michael Jackson
6/8/96,30,They Don't Care About Us,Michael Jackson
6/15/96,30,They Don't Care About Us,Michael Jackson
6/22/96,30,They Don't Care About Us,Michael Jackson
6/29/96,30,They Don't Care About Us,Michael Jackson
7/6/96,38,They Don't Care About Us,Michael Jackson
7/13/96,44,They Don't Care About Us,Michael Jackson
7/20/96,45,They Don't Care About Us,Michael Jackson
7/27/96,58,They Don't Care About Us,Michael Jackson
8/3/96,65,They Don't Care About Us,Michael Jackson
8/10/96,72,They Don't Care About Us,Michael Jackson
8/17/96,86,They Don't Care About Us,Michael Jackson
8/24/96,89,They Don't Care About Us,Michael Jackson
8/31/96,97,They Don't Care About Us,Michael Jackson
5/10/97,42,Blood On The Dance Floor,Michael Jackson
5/17/97,44,Blood On The Dance Floor,Michael Jackson
5/24/97,48,Blood On The Dance Floor,Michael Jackson
5/31/97,57,Blood On The Dance Floor,Michael Jackson
6/7/97,59,Blood On The Dance Floor,Michael Jackson
6/14/97,68,Blood On The Dance Floor,Michael Jackson
6/21/97,72,Blood On The Dance Floor,Michael Jackson
6/28/97,86,Blood On The Dance Floor,Michael Jackson
7/5/97,91,Blood On The Dance Floor,Michael Jackson
7/12/97,93,Blood On The Dance Floor,Michael Jackson
7/19/97,96,Blood On The Dance Floor,Michael Jackson
8/23/97,91,Stranger In Moscow,Michael Jackson
8/30/97,97,Stranger In Moscow,Michael Jackson
9/8/01,34,You Rock My World,Michael Jackson
9/15/01,11,You Rock My World,Michael Jackson
9/22/01,10,You Rock My World,Michael Jackson
9/29/01,14,You Rock My World,Michael Jackson
10/6/01,12,You Rock My World,Michael Jackson
10/13/01,13,You Rock My World,Michael Jackson
10/20/01,22,You Rock My World,Michael Jackson
10/27/01,29,You Rock My World,Michael Jackson
11/3/01,51,You Rock My World,Michael Jackson
11/10/01,57,You Rock My World,Michael Jackson
11/17/01,60,Butterflies,Michael Jackson
11/17/01,64,You Rock My World,Michael Jackson
11/24/01,49,Butterflies,Michael Jackson
11/24/01,77,You Rock My World,Michael Jackson
12/1/01,33,Butterflies,Michael Jackson
12/1/01,80,You Rock My World,Michael Jackson
12/8/01,32,Butterflies,Michael Jackson
12/8/01,83,You Rock My World,Michael Jackson
12/15/01,30,Butterflies,Michael Jackson
12/15/01,83,You Rock My World,Michael Jackson
12/22/01,26,Butterflies,Michael Jackson
12/22/01,87,You Rock My World,Michael Jackson
12/29/01,21,Butterflies,Michael Jackson
12/29/01,90,You Rock My World,Michael Jackson
1/5/02,19,Butterflies,Michael Jackson
1/5/02,98,You Rock My World,Michael Jackson
1/12/02,17,Butterflies,Michael Jackson
1/12/02,91,You Rock My World,Michael Jackson
1/19/02,16,Butterflies,Michael Jackson
1/19/02,92,You Rock My World,Michael Jackson
1/26/02,14,Butterflies,Michael Jackson
2/2/02,14,Butterflies,Michael Jackson
2/9/02,15,Butterflies,Michael Jackson
2/16/02,17,Butterflies,Michael Jackson
2/23/02,21,Butterflies,Michael Jackson
3/2/02,29,Butterflies,Michael Jackson
3/9/02,35,Butterflies,Michael Jackson
3/16/02,34,Butterflies,Michael Jackson
3/23/02,52,Butterflies,Michael Jackson
3/30/02,54,Butterflies,Michael Jackson
12/6/03,95,One More Chance,Michael Jackson
12/13/03,83,One More Chance,Michael Jackson
12/20/03,98,One More Chance,Michael Jackson
12/27/03,100,One More Chance,Michael Jackson
1/3/04,100,One More Chance,Michael Jackson
2/9/08,81,Wanna Be Startin' Somethin' 2008,Michael Jackson
2/16/08,92,Wanna Be Startin' Somethin' 2008,Michael Jackson
2/23/08,99,Wanna Be Startin' Somethin' 2008,Michael Jackson
12/4/10,84,Hold My Hand,Michael Jackson
12/11/10,50,Hold My Hand,Michael Jackson
12/18/10,66,Hold My Hand,Michael Jackson
12/25/10,65,Hold My Hand,Michael Jackson
1/1/11,39,Hold My Hand,Michael Jackson
1/8/11,49,Hold My Hand,Michael Jackson
1/15/11,59,Hold My Hand,Michael Jackson
1/22/11,70,Hold My Hand,Michael Jackson
1/29/11,91,Hold My Hand,Michael Jackson
11/16/13,42,Thriller,Michael Jackson
5/17/14,20,Love Never Felt So Good,Michael Jackson
5/24/14,22,Love Never Felt So Good,Michael Jackson
5/31/14,9,Love Never Felt So Good,Michael Jackson
6/7/14,14,Billie Jean,Michael Jackson
6/7/14,16,Love Never Felt So Good,Michael Jackson
6/7/14,45,Slave To The Rhythm,Michael Jackson
6/14/14,27,Love Never Felt So Good,Michael Jackson
6/21/14,29,Love Never Felt So Good,Michael Jackson
6/28/14,33,Love Never Felt So Good,Michael Jackson
7/5/14,36,Love Never Felt So Good,Michael Jackson
7/12/14,42,Love Never Felt So Good,Michael Jackson
7/19/14,54,Love Never Felt So Good,Michael Jackson
7/26/14,55,Love Never Felt So Good,Michael Jackson
8/2/14,63,Love Never Felt So Good,Michael Jackson
8/9/14,69,Love Never Felt So Good,Michael Jackson
8/16/14,74,Love Never Felt So Good,Michael Jackson
8/23/14,77,Love Never Felt So Good,Michael Jackson
8/30/14,73,Love Never Felt So Good,Michael Jackson
9/6/14,76,Love Never Felt So Good,Michael Jackson
9/13/14,79,Love Never Felt So Good,Michael Jackson
9/20/14,81,Love Never Felt So Good,Michael Jackson
9/27/14,88,Love Never Felt So Good,Michael Jackson
11/15/14,35,Thriller,Michael Jackson
11/21/15,45,Thriller,Michael Jackson
7/14/18,9,Don't Matter To Me,Michael Jackson
7/21/18,21,Don't Matter To Me,Michael Jackson
7/28/18,33,Don't Matter To Me,Michael Jackson
8/4/18,54,Don't Matter To Me,Michael Jackson
8/11/18,66,Don't Matter To Me,Michael Jackson
11/10/18,31,Thriller,Michael Jackson
11/9/19,44,Thriller,Michael Jackson
